CustomerKey,GeographyKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,Income,TotalChildren,Education,DateFirstPurchase
15788,35,Barbara,Li,Barbara Li,1971-09-15,S,F,"100000,00",0,Bachelors,2021-12-17
15789,26,Steve,Schmidt,Steve Schmidt,1972-02-12,S,F,"110000,00",0,Graduate Degree,2021-12-01
15790,31,Colin,Xu,Colin Xu,1965-12-13,S,M,"60000,00",1,Partial College,2021-12-12
15791,18,Megan,Long,Megan Long,1966-03-20,M,F,"60000,00",1,Partial College,2022-03-11
15792,30,Ernest,Zhou,Ernest Zhou,1976-08-05,M,M,"60000,00",1,Partial College,2021-12-03
15793,2,Renee,Navarro,Renee Navarro,1976-04-08,S,F,"70000,00",0,Bachelors,2021-12-17
15794,26,Tonya,Chander,Tonya Chander,1981-12-15,M,F,"80000,00",5,Bachelors,2022-03-23
15795,16,Diane,Munoz,Diane Munoz,1970-07-16,M,F,"80000,00",5,Bachelors,2022-04-13
15796,39,Edward,Hayes,Edward Hayes,1970-11-08,M,M,"80000,00",5,Bachelors,2022-12-24
15797,19,Isaac,Cox,Isaac Cox,1970-09-25,M,M,"80000,00",5,Bachelors,2021-11-29
15798,33,Anne,Munoz,Anne Munoz,1970-03-19,S,F,"70000,00",0,Bachelors,2022-04-12
15799,32,Victoria,Anderson,Victoria Anderson,1964-07-11,M,F,"90000,00",1,Bachelors,2021-12-12
15800,5,Alberto,Serrano,Alberto Serrano,1970-12-07,S,M,"90000,00",1,Bachelors,2021-11-29
15801,22,Katrina,Shen,Katrina Shen,1969-05-12,S,F,"70000,00",0,Bachelors,2021-12-26
15802,14,Bridget,Kumar,Bridget Kumar,1979-10-18,S,F,"70000,00",0,Bachelors,2021-12-24
15803,35,Bradley,Goel,Bradley Goel,1968-04-16,M,M,"70000,00",5,Bachelors,2022-07-28
15804,10,Brittney,Liu,Brittney Liu,1968-02-17,M,F,"70000,00",5,Bachelors,2022-12-12
15805,16,Dawn,Lin,Dawn Lin,1967-08-30,M,F,"70000,00",5,Partial College,2022-12-09
15806,19,Devin,Allen,Devin Allen,1973-01-02,M,M,"70000,00",5,Partial College,2022-02-26
15807,8,Scot,Schulte,Scot Schulte,1972-10-29,S,M,"70000,00",5,Partial College,2022-03-31
15808,40,Natasha,Blanco,Natasha Blanco,1966-07-19,M,F,"70000,00",5,Partial College,2021-12-03
15809,13,Christian,Sharma,Christian Sharma,1966-03-15,M,M,"70000,00",5,Partial College,2022-02-22
15810,37,Regina,Kapoor,Regina Kapoor,1971-09-03,M,F,"70000,00",5,Partial College,2022-04-07
15811,15,Barbara,Schultz,Barbara Schultz,1971-05-02,M,M,"70000,00",5,Partial College,2022-04-06
15812,23,Logan,Allen,Logan Allen,1964-10-07,M,M,"30000,00",2,Partial College,2022-05-20
15813,355,Julian,Diaz,Julian Diaz,1982-01-30,S,M,"30000,00",0,High School,2022-09-12
15814,302,Monica,Subram,Monica Subram,1981-10-14,S,F,"40000,00",0,High School,2022-10-10
15815,51,Nicole,Price,Nicole Price,1980-07-24,S,F,"40000,00",0,High School,2022-04-19
15816,50,Victoria,Miller,Victoria Miller,1981-11-17,M,F,"40000,00",0,High School,2022-02-21
15817,536,Chloe,Alexander,Chloe Alexander,1982-01-05,S,F,"40000,00",0,High School,2022-05-13
15818,609,Stanley,Perez,Stanley Perez,1982-01-16,M,M,"40000,00",0,High School,2022-12-15
15819,633,Savannah,Cox,Savannah Cox,1986-03-15,S,F,"30000,00",0,High School,2022-09-10
15820,618,Chase,Ward,Chase Ward,1986-04-01,M,M,"30000,00",0,High School,2022-02-02
15821,383,Logan,Anderson,Logan Anderson,1986-06-25,S,M,"30000,00",0,High School,2022-02-03
15822,29,Damien,Zhu,Damien Zhu,1944-04-17,M,M,"40000,00",2,Bachelors,2022-06-22
15823,32,Sharon,Tang,Sharon Tang,1944-03-23,S,F,"60000,00",2,Graduate Degree,2022-05-15
15824,310,Lindsay,Kumar,Lindsay Kumar,1982-11-30,S,F,"30000,00",0,Partial High School,2022-03-16
15825,637,Angela,Simmons,Angela Simmons,1981-12-02,S,F,"40000,00",0,High School,2023-01-14
15826,53,Marissa,Price,Marissa Price,1984-07-08,S,F,"30000,00",0,Partial High School,2022-02-16
15827,614,Danielle,Ward,Danielle Ward,1984-11-03,S,F,"40000,00",0,High School,2021-10-19
15828,29,Robyn,Ramos,Robyn Ramos,1945-05-20,M,F,"30000,00",2,Partial College,2022-05-02
15829,35,Devin,Diaz,Devin Diaz,1944-11-13,S,M,"40000,00",2,Bachelors,2022-05-03
15830,8,Naomi,Alonso,Naomi Alonso,1945-08-13,M,F,"40000,00",2,Bachelors,2021-12-20
15831,12,Omar,He,Omar He,1945-08-13,M,M,"40000,00",2,Bachelors,2021-12-05
15832,28,Manuel,Martinez,Manuel Martinez,1946-10-02,S,M,"40000,00",2,Bachelors,2021-12-24
15833,38,Tabitha,Kovar,Tabitha Kovar,1948-09-20,S,F,"60000,00",2,Graduate Degree,2021-12-10
15834,644,Rebecca,Green,Rebecca Green,1981-09-22,S,F,"40000,00",0,Partial College,2021-10-14
15835,315,Marcus,Smith,Marcus Smith,1981-10-25,S,M,"40000,00",0,Partial College,2022-12-06
15836,343,Devin,Jackson,Devin Jackson,1981-10-13,S,M,"40000,00",0,Partial College,2022-10-14
15837,611,Julia,Johnston,Julia Johnston,1981-04-19,S,F,"40000,00",0,High School,2022-07-15
15838,322,Julia,Taylor,Julia Taylor,1985-02-13,S,F,"30000,00",0,Partial College,2022-04-29
15839,369,William,Taylor,William Taylor,1979-11-18,S,M,"30000,00",0,Partial College,2022-05-06
15840,552,Natalie,Peterson,Natalie Peterson,1977-08-25,M,F,"70000,00",0,Partial College,2021-10-04
15841,338,Luis,Shan,Luis Shan,1983-05-11,S,M,"80000,00",0,Bachelors,2021-10-12
15842,641,Haley,Gray,Haley Gray,1983-01-09,M,F,"80000,00",0,Bachelors,2021-10-14
15843,648,Caleb,Wright,Caleb Wright,1974-05-02,S,M,"80000,00",0,Bachelors,2021-10-18
15844,326,Megan,Brown,Megan Brown,1974-06-24,M,F,"80000,00",0,Bachelors,2021-10-21
15845,545,Mackenzie,Carter,Mackenzie Carter,1974-06-17,M,F,"80000,00",0,Bachelors,2021-10-22
15846,53,Julian,Flores,Julian Flores,1979-09-06,S,M,"80000,00",0,Bachelors,2022-07-11
15847,70,Edward,White,Edward White,1979-05-10,M,M,"90000,00",4,Bachelors,2022-05-14
15848,547,Gabrielle,Hernandez,Gabrielle Hernandez,1979-08-24,M,F,"90000,00",4,Bachelors,2022-12-27
15849,641,Destiny,Kelly,Destiny Kelly,1972-08-29,S,F,"110000,00",0,Graduate Degree,2022-06-13
15850,69,Rachel,Bradley,Rachel Bradley,1978-10-04,S,F,"110000,00",0,Graduate Degree,2022-07-05
15851,616,Taylor,Anderson,Taylor Anderson,1972-12-18,S,F,"110000,00",0,Graduate Degree,2021-09-28
15852,368,Oscar,Henderson,Oscar Henderson,1978-08-22,S,M,"120000,00",0,Bachelors,2021-10-18
15853,339,Jasmine,Brown,Jasmine Brown,1972-08-21,M,F,"120000,00",0,Bachelors,2022-06-27
15854,315,Miranda,Wood,Miranda Wood,1973-02-24,M,F,"120000,00",0,Bachelors,2022-06-13
15855,368,Noah,Jones,Noah Jones,1968-10-14,M,M,"80000,00",4,Bachelors,2022-09-30
15856,51,Luis,Gonzales,Luis Gonzales,1973-08-02,M,M,"90000,00",4,Bachelors,2022-01-28
15857,307,Isabella,White,Isabella White,1964-12-03,S,F,"60000,00",4,Graduate Degree,2022-10-23
15858,311,Jonathan,Parker,Jonathan Parker,1964-12-12,M,M,"60000,00",4,Graduate Degree,2022-07-22
15859,69,Abigail,Ramirez,Abigail Ramirez,1964-09-01,S,F,"60000,00",4,Graduate Degree,2022-04-22
15860,609,Joe,Moreno,Joe Moreno,1978-04-19,S,M,"40000,00",4,Partial College,2021-10-01
15861,299,Damien,Zhao,Damien Zhao,1977-11-23,S,M,"40000,00",4,Partial College,2022-02-01
15862,301,Sriniwa,Narayanan,Sriniwa Narayanan,1978-06-06,S,F,"50000,00",0,Graduate Degree,2021-10-15
15863,53,Adam,Scott,Adam Scott,1979-01-31,M,M,"50000,00",0,Graduate Degree,2022-04-06
15864,68,Lauren,Bailey,Lauren Bailey,1984-10-16,S,F,"50000,00",0,Graduate Degree,2022-05-08
15865,352,Isabel,Price,Isabel Price,1976-10-11,S,F,"40000,00",4,High School,2021-10-22
15866,54,Abigail,White,Abigail White,1981-12-30,S,F,"60000,00",1,Graduate Degree,2022-03-14
15867,633,Victoria,White,Victoria White,1976-08-07,S,F,"60000,00",1,Graduate Degree,2022-12-13
15868,66,Caleb,Lal,Caleb Lal,1976-12-10,S,M,"60000,00",1,Graduate Degree,2022-05-19
15869,632,Alexandra,Hall,Alexandra Hall,1977-06-20,S,F,"60000,00",1,Graduate Degree,2022-03-05
15870,539,Zoe,Howard,Zoe Howard,1976-11-29,S,F,"60000,00",1,Graduate Degree,2022-05-18
15871,633,Ryan,Jai,Ryan Jai,1977-06-22,M,M,"60000,00",1,Graduate Degree,2022-03-29
15872,69,Gabriella,Gonzalez,Gabriella Gonzalez,1983-09-29,M,F,"50000,00",1,Graduate Degree,2022-11-02
15873,326,Hailey,Richardson,Hailey Richardson,1983-10-16,M,F,"70000,00",1,Graduate Degree,2021-10-24
15874,66,Samuel,Martin,Samuel Martin,1949-12-10,M,M,"70000,00",4,Bachelors,2022-02-27
15875,369,Devin,Morris,Devin Morris,1949-08-16,M,M,"70000,00",4,Bachelors,2022-04-08
15876,53,Eduardo,Turner,Eduardo Turner,1950-04-17,M,M,"70000,00",5,Bachelors,2022-07-10
15877,299,Jordan,Perez,Jordan Perez,1956-10-07,M,M,"70000,00",5,Bachelors,2022-12-26
15878,59,Kevin,Flores,Kevin Flores,1950-10-21,M,M,"70000,00",5,Bachelors,2022-03-11
15879,66,Tyler,Wilson,Tyler Wilson,1950-11-18,M,M,"70000,00",5,Bachelors,2022-04-06
15880,641,Patrick,Bailey,Patrick Bailey,1951-05-13,M,M,"70000,00",5,Bachelors,2022-03-16
15881,55,Destiny,Williams,Destiny Williams,1951-02-17,M,F,"60000,00",4,Bachelors,2022-03-08
15882,536,Maurice,Xie,Maurice Xie,1951-05-01,S,M,"60000,00",4,Bachelors,2021-09-28
15883,312,Tristan,Coleman,Tristan Coleman,1951-05-13,M,M,"60000,00",4,Bachelors,2022-04-04
15884,314,Dakota,Bradley,Dakota Bradley,1951-01-04,M,M,"60000,00",4,Bachelors,2022-05-07
15885,638,Garrett,Sanchez,Garrett Sanchez,1951-11-15,S,M,"60000,00",4,Bachelors,2021-10-30
15886,335,Matthew,Brown,Matthew Brown,1951-10-16,S,M,"60000,00",5,Bachelors,2021-11-24
15887,611,Deanna,Vazquez,Deanna Vazquez,1952-02-09,M,F,"60000,00",5,Bachelors,2022-12-25
15888,627,Amanda,Richardson,Amanda Richardson,1951-11-02,M,F,"70000,00",5,Bachelors,2021-11-27
15889,50,Robert,Wright,Robert Wright,1952-05-17,M,M,"70000,00",4,Bachelors,2022-07-19
15890,315,James,Russell,James Russell,1952-08-26,S,M,"60000,00",2,Bachelors,2021-11-20
15891,331,Jordan,Lopez,Jordan Lopez,1952-12-08,M,M,"70000,00",4,Bachelors,2022-12-26
15892,607,Pamela,Srini,Pamela Srini,1964-07-05,S,F,"40000,00",2,High School,2021-10-28
15893,609,Yolanda,Xu,Yolanda Xu,1954-05-15,M,F,"40000,00",2,High School,2021-11-10
15894,609,Joanna,Gutierrez,Joanna Gutierrez,1970-05-06,M,F,"40000,00",2,High School,2022-04-05
15895,316,Sophia,Parker,Sophia Parker,1970-05-06,S,F,"60000,00",2,Bachelors,2022-06-24
15896,352,Samuel,Jones,Samuel Jones,1953-12-15,M,M,"60000,00",2,Bachelors,2022-09-04
15897,385,Haley,Cooper,Haley Cooper,1953-09-14,S,F,"70000,00",4,Partial College,2021-11-04
15898,648,Isaiah,Gonzalez,Isaiah Gonzalez,1954-10-29,M,M,"60000,00",2,Partial College,2022-11-05
15899,369,Ian,James,Ian James,1954-12-29,M,M,"70000,00",4,Partial College,2021-11-20
15900,50,Wyatt,Roberts,Wyatt Roberts,1961-03-24,S,M,"40000,00",2,Partial High School,2022-03-08
15901,616,Taylor,Bryant,Taylor Bryant,1955-08-27,S,F,"60000,00",2,Partial College,2021-11-02
15902,632,Robert,Diaz,Robert Diaz,1955-10-23,M,M,"60000,00",2,Partial College,2021-11-02
15903,299,Abigail,Barnes,Abigail Barnes,1956-01-06,M,F,"60000,00",2,Partial College,2021-11-27
15904,307,Janice,Bennett,Janice Bennett,1955-07-25,M,F,"60000,00",2,Partial College,2021-11-15
15905,52,Taylor,Taylor,Taylor Taylor,1956-10-15,S,F,"70000,00",2,High School,2022-07-12
15906,66,Kaitlyn,Lewis,Kaitlyn Lewis,1956-09-02,S,F,"70000,00",2,High School,2022-07-11
15907,648,Steven,Bailey,Steven Bailey,1956-10-15,M,M,"60000,00",2,Partial College,2022-10-01
15908,329,David,Wilson,David Wilson,1973-09-12,M,M,"60000,00",2,Partial College,2021-11-26
15909,334,Cassidy,Ross,Cassidy Ross,1957-03-06,M,F,"60000,00",2,Partial College,2021-11-21
15910,358,Caleb,Hughes,Caleb Hughes,1956-12-05,M,M,"70000,00",4,Partial College,2022-03-22
15911,611,Maria,Baker,Maria Baker,1963-04-23,M,F,"60000,00",2,High School,2022-10-07
15912,369,Mya,Simmons,Mya Simmons,1957-09-04,S,F,"60000,00",3,High School,2022-06-06
15913,55,Antonio,Hughes,Antonio Hughes,1957-12-14,M,M,"60000,00",3,High School,2022-03-27
15914,633,Logan,Bryant,Logan Bryant,1963-08-19,S,M,"70000,00",4,Partial College,2021-11-16
15915,331,Alex,Cox,Alex Cox,1958-01-08,S,M,"70000,00",4,Partial College,2021-10-28
15916,62,Brandon,Walker,Brandon Walker,1958-01-11,M,M,"70000,00",4,Partial College,2022-08-04
15917,49,Emily,White,Emily White,1958-03-20,M,F,"70000,00",4,Partial College,2022-08-18
15918,612,Roberto,Ruiz,Roberto Ruiz,1957-08-02,S,M,"70000,00",5,Partial College,2021-11-02
15919,241,Rebekah,Prasad,Rebekah Prasad,1963-11-04,M,F,"130000,00",2,Partial College,2022-08-03
15920,207,Colin,Wu,Colin Wu,1963-02-11,S,M,"100000,00",2,Partial College,2021-09-26
15921,207,Donald,Patel,Donald Patel,1968-11-22,S,M,"100000,00",2,Partial College,2021-09-02
15922,240,Roger,Kumar,Roger Kumar,1968-10-12,M,M,"150000,00",2,High School,2022-02-16
15923,205,Ricardo,Raje,Ricardo Raje,1967-10-04,S,M,"100000,00",2,High School,2021-08-31
15924,183,Omar,Wang,Omar Wang,1961-12-18,M,M,"100000,00",2,High School,2021-09-14
15925,209,Stanley,Subram,Stanley Subram,1961-12-25,M,M,"110000,00",3,Partial College,2021-09-14
15926,153,Donna,Deng,Donna Deng,1961-08-11,S,F,"120000,00",3,High School,2021-03-01
15927,164,Gilbert,Huang,Gilbert Huang,1962-06-03,S,M,"120000,00",3,High School,2021-03-07
15928,171,Priscilla,Pal,Priscilla Pal,1961-11-05,S,F,"120000,00",3,High School,2021-03-22
15929,258,Karla,Raji,Karla Raji,1962-02-07,M,F,"150000,00",3,High School,2021-01-10
15930,200,Tiffany,He,Tiffany He,1960-09-29,M,F,"100000,00",2,High School,2022-09-06
15931,213,Micah,Xu,Micah Xu,1960-07-07,M,M,"110000,00",3,Partial College,2021-09-26
15932,178,Tabitha,Jimenez,Tabitha Jimenez,1961-03-10,M,F,"130000,00",3,Partial College,2021-03-06
15933,260,Clinton,Dominguez,Clinton Dominguez,1966-01-30,S,M,"160000,00",2,High School,2021-01-23
15934,609,Nichole,Raji,Nichole Raji,1961-09-25,S,F,"70000,00",3,Partial College,2021-11-20
15935,536,Amber,King,Amber King,1944-10-24,M,F,"70000,00",3,Graduate Degree,2022-04-18
15936,553,Abigail,Johnson,Abigail Johnson,1939-01-12,M,F,"90000,00",4,Bachelors,2022-11-01
15937,609,Grace,Lewis,Grace Lewis,1970-11-09,M,F,"90000,00",5,Partial College,2021-10-29
15938,634,Sean,Collins,Sean Collins,1976-07-05,M,M,"100000,00",4,Partial College,2022-10-25
15939,642,Jennifer,Brown,Jennifer Brown,1970-08-11,M,F,"100000,00",4,Partial College,2022-07-02
15940,553,Jack,Bryant,Jack Bryant,1971-05-27,M,M,"100000,00",4,Partial College,2022-02-27
15941,322,Bailey,Brooks,Bailey Brooks,1970-08-26,S,F,"120000,00",3,Bachelors,2021-11-24
15942,66,Lucas,Rodriguez,Lucas Rodriguez,1975-08-06,M,M,"80000,00",4,Bachelors,2022-07-08
15943,69,Richard,Watson,Richard Watson,1969-07-17,M,M,"80000,00",4,Partial College,2022-03-20
15944,611,Damien,Lu,Damien Lu,1969-11-09,M,M,"90000,00",5,Partial College,2021-11-05
15945,633,Alexandria,Kelly,Alexandria Kelly,1975-06-21,M,F,"100000,00",4,Partial College,2022-07-31
15946,298,Wyatt,Wilson,Wyatt Wilson,1970-01-17,S,M,"110000,00",3,Bachelors,2022-04-22
15947,307,Michelle,Blue,Michelle Blue,1970-04-11,M,F,"120000,00",4,Partial College,2022-08-30
15948,335,Angela,Hughes,Angela Hughes,1970-05-20,S,F,"130000,00",2,Bachelors,2021-10-30
15949,339,Katherine,Green,Katherine Green,1975-09-07,M,F,"130000,00",3,Bachelors,2021-12-23
15950,543,Erin,Peterson,Erin Peterson,1961-07-14,M,F,"70000,00",3,Partial College,2022-10-09
15951,637,Jenna,Baker,Jenna Baker,1962-04-12,M,F,"70000,00",4,Partial College,2022-04-21
15952,638,Evan,Cooper,Evan Cooper,1961-12-18,M,M,"90000,00",2,Partial College,2021-12-16
15953,298,Julio,Moreno,Julio Moreno,1939-10-09,M,M,"60000,00",2,Graduate Degree,2021-12-05
15954,298,Marshall,Deng,Marshall Deng,1980-02-20,M,M,"100000,00",0,Partial College,2021-12-16
15955,302,Neil,Ortega,Neil Ortega,1974-11-13,M,M,"110000,00",4,Bachelors,2022-06-09
15956,348,Ryan,Li,Ryan Li,1974-05-13,M,M,"130000,00",3,Bachelors,2022-11-27
15957,355,Samuel,Ross,Samuel Ross,1969-05-14,S,M,"130000,00",3,Bachelors,2022-07-22
15958,612,Nicole,Ross,Nicole Ross,1967-10-04,M,F,"90000,00",4,Partial College,2022-05-23
15959,634,Logan,Rodriguez,Logan Rodriguez,1967-08-30,M,M,"100000,00",1,Partial College,2021-12-27
15960,314,Brianna,Bryant,Brianna Bryant,1968-04-06,M,F,"120000,00",1,Partial College,2022-12-25
15961,368,Ashley,Walker,Ashley Walker,1978-10-17,S,F,"150000,00",1,Partial College,2021-12-04
15962,547,Benjamin,Winter,Benjamin Winter,1972-01-08,S,M,"90000,00",4,High School,2022-11-23
15963,633,Madison,Smith,Madison Smith,1978-01-30,S,F,"90000,00",4,High School,2022-04-03
15964,331,Steven,Cox,Steven Cox,1972-09-29,S,M,"130000,00",1,Bachelors,2021-12-07
15965,361,Jennifer,Watson,Jennifer Watson,1966-12-16,S,F,"150000,00",1,Partial College,2021-12-16
15966,548,Natalie,Foster,Natalie Foster,1961-02-11,M,F,"60000,00",2,High School,2022-08-30
15967,612,Dakota,Diaz,Dakota Diaz,1960-12-13,M,M,"70000,00",4,High School,2022-05-15
15968,385,Edward,Gonzalez,Edward Gonzalez,1966-04-17,S,M,"70000,00",4,High School,2021-12-16
15969,545,Sean,Murphy,Sean Murphy,1977-05-24,S,M,"90000,00",2,High School,2021-11-30
15970,300,Samuel,Thompson,Samuel Thompson,1965-09-02,S,M,"80000,00",2,Partial High School,2022-05-28
15971,623,Ryan,Jenkins,Ryan Jenkins,1941-02-22,M,M,"50000,00",2,Graduate Degree,2022-06-19
15972,301,Caitlin,Bailey,Caitlin Bailey,1941-03-31,M,F,"70000,00",4,Graduate Degree,2021-11-30
15973,638,Christopher,Garcia,Christopher Garcia,1942-05-23,M,M,"60000,00",2,Graduate Degree,2022-12-03
15974,52,Marcus,Green,Marcus Green,1965-12-10,M,M,"80000,00",5,Partial College,2022-02-21
15975,609,Gabrielle,Collins,Gabrielle Collins,1971-09-21,S,F,"90000,00",4,High School,2022-09-18
15976,611,Kristopher,Patel,Kristopher Patel,1965-11-21,S,M,"90000,00",4,High School,2021-12-09
15977,612,Julia,Harris,Julia Harris,1965-09-12,M,F,"90000,00",4,High School,2022-10-28
15978,614,Xavier,Walker,Xavier Walker,1966-05-18,M,M,"90000,00",4,High School,2022-11-23
15979,626,Nicole,Cook,Nicole Cook,1965-12-12,M,F,"90000,00",4,High School,2022-06-26
15980,632,Gabrielle,Morgan,Gabrielle Morgan,1965-11-19,S,F,"100000,00",3,Partial College,2021-12-13
15981,552,Gabriel,Powell,Gabriel Powell,1965-09-11,S,M,"100000,00",0,Partial College,2022-05-04
15982,300,Jose,Evans,Jose Evans,1965-11-19,M,M,"110000,00",5,Partial College,2022-10-01
15983,358,Alexis,Ross,Alexis Ross,1966-03-15,M,F,"160000,00",1,Partial College,2021-12-10
15984,369,Nathan,Wright,Nathan Wright,1965-12-20,M,M,"170000,00",1,Bachelors,2021-12-12
15985,372,Devin,Johnson,Devin Johnson,1965-12-16,M,M,"170000,00",1,Bachelors,2021-12-25
15986,307,Dalton,Sanchez,Dalton Sanchez,1960-03-10,S,M,"60000,00",2,Partial High School,2021-12-05
15987,642,Nicole,Kelly,Nicole Kelly,1971-03-21,M,F,"60000,00",2,Partial High School,2021-12-21
15988,547,Edward,Moore,Edward Moore,1959-11-09,M,M,"70000,00",3,High School,2022-10-26
15989,302,Savannah,Campbell,Savannah Campbell,1965-11-15,M,F,"70000,00",3,High School,2021-12-01
15990,331,Eduardo,Richardson,Eduardo Richardson,1964-05-21,S,M,"70000,00",3,Graduate Degree,2021-12-20
15991,635,David,Taylor,David Taylor,1958-07-19,M,M,"70000,00",3,Graduate Degree,2021-12-07
15992,358,Isabelle,Alexander,Isabelle Alexander,1958-10-20,S,F,"70000,00",3,Graduate Degree,2021-12-26
15993,55,Spencer,Coleman,Spencer Coleman,1958-11-19,M,M,"60000,00",3,Graduate Degree,2022-05-23
15994,612,Olivia,Blue,Olivia Blue,1958-05-01,M,F,"40000,00",3,Partial College,2021-12-15
15995,315,Kaitlyn,Johnson,Kaitlyn Johnson,1957-11-23,M,F,"40000,00",3,Partial College,2022-08-14
15996,60,Emily,Barnes,Emily Barnes,1963-02-23,M,F,"40000,00",3,Partial College,2022-05-15
15997,59,Melissa,Jenkins,Melissa Jenkins,1948-09-07,M,F,"70000,00",4,Graduate Degree,2022-08-09
15998,307,Marissa,Flores,Marissa Flores,1942-11-06,M,F,"70000,00",4,Graduate Degree,2022-09-08
15999,632,Maria,Hill,Maria Hill,1943-01-20,M,F,"70000,00",4,Graduate Degree,2022-09-06
16000,70,Gabrielle,Ramirez,Gabrielle Ramirez,1943-03-27,M,F,"70000,00",4,Graduate Degree,2022-08-09
16001,301,Ricardo,Pal,Ricardo Pal,1943-04-24,M,M,"80000,00",4,Graduate Degree,2022-03-08
16002,552,Paige,Hayes,Paige Hayes,1942-08-10,M,F,"110000,00",2,Graduate Degree,2022-03-03
16003,348,Carol,Robinson,Carol Robinson,1943-04-26,M,F,"130000,00",2,Graduate Degree,2022-04-03
16004,611,Joe,Martinez,Joe Martinez,1944-05-18,M,M,"90000,00",5,Bachelors,2022-09-11
16005,50,Jordan,Hill,Jordan Hill,1944-04-05,S,M,"90000,00",5,Bachelors,2022-02-09
16006,372,Angelica,Henderson,Angelica Henderson,1944-01-11,M,F,"110000,00",2,Graduate Degree,2022-05-27
16007,611,Janelle,Gonzalez,Janelle Gonzalez,1945-03-30,M,F,"90000,00",5,Bachelors,2022-08-29
16008,623,Morgan,Allen,Morgan Allen,1945-01-12,M,F,"110000,00",2,Graduate Degree,2023-01-11
16009,68,Matthew,Martinez,Matthew Martinez,1945-03-14,S,M,"170000,00",1,Graduate Degree,2022-08-01
16010,326,Nicole,Wood,Nicole Wood,1945-08-13,M,F,"120000,00",2,Graduate Degree,2022-07-29
16011,62,Maria,Murphy,Maria Murphy,1946-03-06,M,F,"130000,00",2,Bachelors,2022-08-28
16012,65,Grace,Cooper,Grace Cooper,1974-01-29,S,F,"90000,00",4,Bachelors,2022-04-27
16013,536,Xavier,Williams,Xavier Williams,1974-01-18,S,M,"90000,00",4,Partial College,2022-02-17
16014,301,Christopher,Wilson,Christopher Wilson,1979-03-05,M,M,"120000,00",2,Bachelors,2022-08-02
16015,335,Jessica,Cooper,Jessica Cooper,1984-08-02,S,F,"30000,00",0,Partial College,2022-01-21
16016,37,Bradley,She,Bradley She,1950-02-09,M,M,"20000,00",4,High School,2022-07-03
16017,347,Jeremy,Ramirez,Jeremy Ramirez,1984-11-08,M,M,"60000,00",0,Partial College,2022-07-31
16018,358,Emma,Henderson,Emma Henderson,1984-10-29,S,F,"60000,00",0,Partial College,2022-02-04
16019,374,Amber,Hernandez,Amber Hernandez,1984-08-01,S,F,"60000,00",0,Partial College,2022-08-10
16020,51,Thomas,Diaz,Thomas Diaz,1984-02-23,M,M,"40000,00",0,High School,2022-05-06
16021,54,Shelby,Sanchez,Shelby Sanchez,1984-04-24,S,F,"40000,00",0,Partial High School,2022-06-27
16022,607,Devin,Hernandez,Devin Hernandez,1984-01-17,S,M,"40000,00",0,Partial High School,2022-08-06
16023,32,Willie,Zhang,Willie Zhang,1953-01-13,S,M,"10000,00",2,High School,2022-04-12
16024,627,Isaac,Hill,Isaac Hill,1984-02-14,M,M,"40000,00",0,Partial College,2023-01-09
16025,6,Jorge,Sun,Jorge Sun,1950-09-04,M,M,"10000,00",2,Partial High School,2021-12-03
16026,17,Byron,Jiménez,Byron Jiménez,1952-01-07,M,M,"30000,00",2,Partial College,2021-12-05
16027,21,Anne,Vazquez,Anne Vazquez,1957-08-11,M,F,"30000,00",2,Partial College,2021-12-07
16028,18,Cody,Cooper,Cody Cooper,1951-07-28,M,M,"30000,00",2,Partial College,2021-12-09
16029,16,Abby,Patel,Abby Patel,1952-05-07,M,F,"30000,00",2,Partial College,2021-12-20
16030,25,Max,Martin,Max Martin,1952-11-17,M,M,"20000,00",4,High School,2022-10-29
16031,27,Ian,Allen,Ian Allen,1953-04-08,M,M,"30000,00",2,Partial College,2021-12-03
16032,2,Colin,Chavez,Colin Chavez,1959-01-11,M,M,"10000,00",2,Partial High School,2022-02-23
16033,248,Erica,Lin,Erica Lin,1977-04-13,M,F,"10000,00",0,Graduate Degree,2021-01-08
16034,146,Pamela,Suri,Pamela Suri,1968-06-09,M,F,"10000,00",1,Graduate Degree,2022-11-25
16035,237,Sebastian,Morgan,Sebastian Morgan,1978-12-12,M,M,"20000,00",1,Graduate Degree,2023-01-14
16036,279,Maria,Long,Maria Long,1967-06-02,M,F,"10000,00",1,Bachelors,2022-04-18
16037,162,Melissa,Kelly,Melissa Kelly,1966-11-05,M,F,"10000,00",1,Bachelors,2022-06-13
16038,243,Roy,Sai,Roy Sai,1978-01-02,M,M,"10000,00",1,Bachelors,2022-08-22
16039,143,Steve,Yang,Steve Yang,1966-11-03,M,M,"10000,00",1,Bachelors,2022-02-18
16040,197,Casey,Gill,Casey Gill,1979-04-02,M,M,"20000,00",1,Graduate Degree,2022-03-03
16041,208,Pedro,Raman,Pedro Raman,1966-11-05,S,M,"20000,00",1,Graduate Degree,2022-01-29
16042,209,Ian,Hall,Ian Hall,1942-01-18,S,M,"20000,00",1,Graduate Degree,2022-06-29
16043,233,Mathew,Romero,Mathew Romero,1980-03-05,S,M,"10000,00",1,Bachelors,2022-05-13
16044,124,Connie,Rai,Connie Rai,1964-03-08,M,F,"10000,00",1,Bachelors,2022-03-17
